uid,level,topic,subtopic,skill,format,difficulty,time_s,stem_tex,answer_tex,distractors_tex,figure_url,tags,status,language,source_file
TRI3E018,3e,trigonometrie,longueur,calcul,QCM,3,90,"Angle de 45°, côté adjacent = 10 cm. Le côté opposé mesure :",10 cm,"14,1 cm|7,1 cm|5 cm",,flash;trigo;egalite_45_degres,validé,fr,trigonometrie.csv
TRI3E019,3e,trigonometrie,rapport,calcul,QCM,2,50,"Triangle rectangle : côté opposé = 7 cm, hypoténuse = 25 cm. $\sin(\alpha) = ?$","0,28","0,35|0,96|3,57",,flash;trigo;calcul_sinus,validé,fr,trigonometrie.csv
TRI3E020,3e,trigonometrie,rapport,calcul,QCM,2,55,"Triangle rectangle : côté adjacent = 15 cm, côté opposé = 20 cm. $\tan(\alpha) = ?$","1,33","0,75|0,6|1,67",,flash;trigo;calcul_tangente,validé,fr,trigonometrie.csv
LIT4E001,4e,calcul_litteral,reduction,calcul,QCM,2,45,Réduire : $3x + 2x - x$,$4x$,$6x$|$2x$|$5x$,,flash;litteral;reduction_simple,validé,fr,calcul_litteral.csv
LIT4E002,4e,calcul_litteral,reduction,calcul,QCM,2,45,Réduire : $5a - 3a + 7a$,$9a$,$15a$|$a$|$7a$,,flash;litteral;reduction_simple,validé,fr,calcul_litteral.csv
LIT4E003,4e,calcul_litteral,reduction,calcul,QCM,2,50,Réduire : $2x^2 + 3x^2 - x^2$,$4x^2$,$6x^2$|$2x^2$|$5x^2$,,flash;litteral;reduction_carres,validé,fr,calcul_litteral.csv
LIT4E004,4e,calcul_litteral,reduction,calcul,QCM,2,50,Réduire : $4x + 3 - 2x + 5$,$2x + 8$,$6x + 8$|$2x + 2$|$4x + 8$,,flash;litteral;reduction_constantes,validé,fr,calcul_litteral.csv
LIT4E005,4e,calcul_litteral,reduction,calcul,QCM,3,60,Réduire : $3a^2 + 2a - a^2 + 4a$,$2a^2 + 6a$,$4a^2 + 6a$|$2a^2 + 2a$|$3a^2 + 6a$,,flash;litteral;reduction_mixte,validé,fr,calcul_litteral.csv
LIT4E006,4e,calcul_litteral,equations,resolution,QCM,2,60,Résoudre : $2x + 3 = 7$,$x = 2$,$x = 4$|$x = 5$|$x = 10$,,flash;litteral;equation_simple,validé,fr,calcul_litteral.csv
LIT4E007,4e,calcul_litteral,equations,resolution,QCM,2,60,Résoudre : $3x - 5 = 10$,$x = 5$,$x = 3$|$x = 15$|$x = 2$,,flash;litteral;equation_simple,validé,fr,calcul_litteral.csv
LIT4E008,4e,calcul_litteral,equations,resolution,QCM,3,90,Résoudre : $2x + 1 = x + 4$,$x = 3$,$x = 1$|$x = 5$|$x = -3$,,flash;litteral;equation_inconnue_deux_membres,validé,fr,calcul_litteral.csv
LIT4E009,4e,calcul_litteral,factorisation,calcul,QCM,2,45,Factoriser : $6x + 9$,$3(2x + 3)$,$3(6x + 9)$|$6(x + 9)$|$(6x + 3) \times 3$,,flash;litteral;factorisation_simple,validé,fr,calcul_litteral.csv
LIT4E010,4e,calcul_litteral,factorisation,calcul,QCM,2,50,Factoriser : $x^2 + 3x$,$x(x + 3)$,$x(x^2 + 3)$|$(x + 3)^2$|$x^2(1 + 3x)$,,flash;litteral;factorisation_facteur_commun,validé,fr,calcul_litteral.csv
LIT4E011,4e,calcul_litteral,developpement,calcul,QCM,2,40,Développer : $(x + 2)(x + 3)$,$x^2 + 5x + 6$,$x^2 + 6$|$2x^2 + 5x + 6$|$x^2 + 5x + 5$,,flash;litteral;double_distributivite,validé,fr,calcul_litteral.csv
LIT4E012,4e,calcul_litteral,developpement,calcul,QCM,3,50,Développer : $(2a - 1)(a + 4)$,$2a^2 + 7a - 4$,$2a^2 - a + 4$|$2a^2 + 8a - 4$|$2a^2 + 7a + 4$,,flash;litteral;double_distributivite,validé,fr,calcul_litteral.csv
LIT4E013,4e,calcul_litteral,reduction,calcul,QCM,2,40,Réduire : $7x - 4x + x$,$4x$,$8x$|$2x$|$12x$,,flash;litteral;reduction_signe,validé,fr,calcul_litteral.csv
LIT4E014,4e,calcul_litteral,substitution,calcul,QCM,2,50,"Si $x = -2$, calculer $x^2 + 3x - 1$",$-3$,$9$|$1$|$-7$,,flash;litteral;substitution_complexe,validé,fr,calcul_litteral.csv
LIT4E015,4e,calcul_litteral,equations,resolution,QCM,3,90,Résoudre : $4x - 7 = 2x + 1$,$x = 4$,$x = 2$|$x = -4$|$x = 8$,,flash;litteral;equation_inconnue_deux_membres,validé,fr,calcul_litteral.csv
LIT4E016,4e,calcul_litteral,reduction,calcul,QCM,3,60,Réduire : $5x^2 + 2x - 3x^2 - 4x$,$2x^2 - 2x$,$2x^2 + 6x$|$8x^2 - 2x$|$2x^2 + 2x$,,flash;litteral;reduction_complexe,validé,fr,calcul_litteral.csv
LIT4E017,4e,calcul_litteral,reduction,calcul,QCM,3,50,Réduire : $3(x + 2) - 2(x - 1)$,$x + 8$,$x + 4$|$5x + 4$|$x - 4$,,flash;litteral;reduction_parentheses,validé,fr,calcul_litteral.csv
LIT4E018,4e,calcul_litteral,reduction,calcul,QCM,2,40,Réduire : $8a - 3a + a$,$6a$,$12a$|$4a$|$11a$,,flash;litteral;reduction_simple,validé,fr,calcul_litteral.csv
LIT4E019,4e,calcul_litteral,developpement,calcul,QCM,3,55,Développer et réduire : $2(x - 1) + 3(x + 2)$,$5x + 4$,$5x - 4$|$5x + 1$|$6x + 4$,,flash;litteral;developpement_reduction,validé,fr,calcul_litteral.csv
LIT4E020,4e,calcul_litteral,equations,resolution,QCM,2,75,Résoudre : $5x = 20$,$x = 4$,$x = 5$|$x = 25$|$x = 100$,,flash;litteral;equation_produit,validé,fr,calcul_litteral.csv
NR4E001,4e,nombres_relatifs,addition_soustraction,calcul_simple,QCM,1,30,Calculer : (+7) + (+3),10,13|4|-10,,flash;nombres_relatifs;addition_positifs,validé,fr,nombres_relatifs_add_sous.csv
NR4E002,4e,nombres_relatifs,addition_soustraction,calcul_simple,QCM,1,30,Calculer : (-5) + (-8),-13,13|-3|3,,flash;nombres_relatifs;addition_negatifs,validé,fr,nombres_relatifs_add_sous.csv
NR4E003,4e,nombres_relatifs,addition_soustraction,calcul_simple,QCM,1,30,Calculer : (+9) + (-4),5,13|-5|-13,,flash;nombres_relatifs;addition_signes_opposes,validé,fr,nombres_relatifs_add_sous.csv
NR4E004,4e,nombres_relatifs,addition_soustraction,calcul_simple,QCM,1,30,Calculer : (-12) + (+7),-5,5|19|-19,,flash;nombres_relatifs;addition_signes_opposes,validé,fr,nombres_relatifs_add_sous.csv
NR4E005,4e,nombres_relatifs,addition_soustraction,soustraction,QCM,2,45,Calculer : (+6) - (+10),-4,4|16|-16,,flash;nombres_relatifs;soustraction_positifs,validé,fr,nombres_relatifs_add_sous.csv
NR4E006,4e,nombres_relatifs,addition_soustraction,soustraction,QCM,2,45,Calculer : (-8) - (-3),-5,5|11|-11,,flash;nombres_relatifs;soustraction_negatifs,validé,fr,nombres_relatifs_add_sous.csv
NR4E007,4e,nombres_relatifs,addition_soustraction,soustraction,QCM,2,45,Calculer : (+15) - (-7),22,8|-8|-22,,flash;nombres_relatifs;soustraction_oppose,validé,fr,nombres_relatifs_add_sous.csv
NR4E008,4e,nombres_relatifs,addition_soustraction,soustraction,QCM,2,45,Calculer : (-9) - (+12),-21,21|3|-3,,flash;nombres_relatifs;soustraction_mixte,validé,fr,nombres_relatifs_add_sous.csv
NR4E009,4e,nombres_relatifs,addition_soustraction,expression,QCM,2,60,Calculer : 5 - 8 + 3,0,10|-10|16,,flash;nombres_relatifs;expression_simple,validé,fr,nombres_relatifs_add_sous.csv
NR4E010,4e,nombres_relatifs,addition_soustraction,expression,QCM,2,60,Calculer : -7 + 12 - 6,-1,1|11|-11,,flash;nombres_relatifs;expression_mixte,validé,fr,nombres_relatifs_add_sous.csv
NR4E011,4e,nombres_relatifs,addition_soustraction,parentheses,QCM,2,60,Calculer : 8 - (3 + 5),0,10|16|-8,,flash;nombres_relatifs;parentheses_addition,validé,fr,nombres_relatifs_add_sous.csv
NR4E012,4e,nombres_relatifs,addition_soustraction,parentheses,QCM,2,60,Calculer : -4 - (7 - 12),1,-1|11|-11,,flash;nombres_relatifs;parentheses_soustraction,validé,fr,nombres_relatifs_add_sous.csv
NR4E013,4e,nombres_relatifs,addition_soustraction,decimaux,QCM,2,45,"Calculer : (+3,5) + (-1,8)","1,7","5,3|-1,7|-5,3",,flash;nombres_relatifs;decimaux_addition,validé,fr,nombres_relatifs_add_sous.csv
NR4E014,4e,nombres_relatifs,addition_soustraction,decimaux,QCM,2,45,"Calculer : (-2,6) - (+4,1)","-6,7","6,7|1,5|-1,5",,flash;nombres_relatifs;decimaux_soustraction,validé,fr,nombres_relatifs_add_sous.csv
NR4E015,4e,nombres_relatifs,addition_soustraction,expression_longue,QCM,3,90,Calculer : 12 - 8 + 5 - 9,0,10|-10|4,,flash;nombres_relatifs;expression_longue,validé,fr,nombres_relatifs_add_sous.csv
NR4E016,4e,nombres_relatifs,addition_soustraction,expression_longue,QCM,3,90,Calculer : -6 + 15 - 7 + 2,4,-4|14|-14,,flash;nombres_relatifs;expression_longue_mixte,validé,fr,nombres_relatifs_add_sous.csv
NR4E017,4e,nombres_relatifs,addition_soustraction,parentheses_complexes,QCM,3,90,Calculer : 10 - (3 - 8) + 5,20,0|8|-8,,flash;nombres_relatifs;parentheses_complexes,validé,fr,nombres_relatifs_add_sous.csv
NR4E018,4e,nombres_relatifs,addition_soustraction,parentheses_complexes,QCM,3,90,Calculer : -(5 + 7) - (12 - 9),-15,15|9|-9,,flash;nombres_relatifs;double_parentheses,validé,fr,nombres_relatifs_add_sous.csv
NR4E019,4e,nombres_relatifs,addition_soustraction,fractions,QCM,3,90,Calculer : (+\frac{1}{2}) + (\frac{-3}{4}),\frac{-1}{4},\frac{1}{4}|\frac{5}{4}|\frac{-5}{4},,flash;nombres_relatifs;fractions_addition,validé,fr,nombres_relatifs_add_sous.csv
NR4E020,4e,nombres_relatifs,addition_soustraction,fractions,QCM,3,90,Calculer : (\frac{-2}{3}) - (+\frac{1}{6}),\frac{-5}{6},\frac{5}{6}|\frac{-1}{2}|\frac{1}{2},,flash;nombres_relatifs;fractions_soustraction,validé,fr,nombres_relatifs_add_sous.csv
NRD4E001,4e,nombres_relatifs,division,regles_signes,QCM,1,30,Calculer : (+12) ÷ (+3),4,-4|15|-15,,flash;nombres_relatifs;division_positifs,validé,fr,nombres_relatifs_div.csv
NRD4E002,4e,nombres_relatifs,division,regles_signes,QCM,1,30,Calculer : (-20) ÷ (-4),5,-5|16|-16,,flash;nombres_relatifs;division_negatifs,validé,fr,nombres_relatifs_div.csv
NRD4E003,4e,nombres_relatifs,division,regles_signes,QCM,1,30,Calculer : (+18) ÷ (-6),-3,3|12|-12,,flash;nombres_relatifs;division_signes_opposes,validé,fr,nombres_relatifs_div.csv
NRD4E004,4e,nombres_relatifs,division,regles_signes,QCM,1,30,Calculer : (-35) ÷ (+7),-5,5|28|-28,,flash;nombres_relatifs;division_signes_opposes,validé,fr,nombres_relatifs_div.csv
NRD4E005,4e,nombres_relatifs,division,decimaux,QCM,2,45,"Calculer : (+7,2) ÷ (-1,8)",-4,"4|5,4|-5,4",,flash;nombres_relatifs;division_decimaux,validé,fr,nombres_relatifs_div.csv
NRD4E006,4e,nombres_relatifs,division,decimaux,QCM,2,45,"Calculer : (-15,6) ÷ (+3,9)",-4,"4|11,7|-11,7",,flash;nombres_relatifs;division_decimaux,validé,fr,nombres_relatifs_div.csv
NRD4E007,4e,nombres_relatifs,division,decimaux,QCM,2,45,"Calculer : (-8,4) ÷ (-2,1)",4,"-4|6,3|-6,3",,flash;nombres_relatifs;division_decimaux,validé,fr,nombres_relatifs_div.csv
NRD4E008,4e,nombres_relatifs,division,fractions,QCM,2,60,Calculer : (+6) ÷ (\frac{-2}{3}),-9,9|4|-4,,flash;nombres_relatifs;division_par_fraction,validé,fr,nombres_relatifs_div.csv
NRD4E009,4e,nombres_relatifs,division,fractions,QCM,2,60,Calculer : (\frac{-4}{5}) ÷ (+2),\frac{-2}{5},\frac{2}{5}|\frac{3}{5}|\frac{-3}{5},,flash;nombres_relatifs;division_fraction_entier,validé,fr,nombres_relatifs_div.csv
NRD4E010,4e,nombres_relatifs,division,fractions,QCM,3,75,Calculer : (\frac{-2}{3}) ÷ (+\frac{4}{9}),\frac{-3}{2},\frac{3}{2}|\frac{5}{6}|\frac{-5}{6},,flash;nombres_relatifs;division_fractions,validé,fr,nombres_relatifs_div.csv
NRD4E011,4e,nombres_relatifs,division,fractions,QCM,3,75,Calculer : (+\frac{3}{4}) ÷ (\frac{-6}{8}),1,-1|\frac{9}{8}|\frac{-9}{8},,flash;nombres_relatifs;division_fractions_simplifiees,validé,fr,nombres_relatifs_div.csv
NRD4E012,4e,nombres_relatifs,division,quotient_exact,QCM,2,45,Calculer : (-48) ÷ (+16),-3,3|32|-32,,flash;nombres_relatifs;division_exacte,validé,fr,nombres_relatifs_div.csv
NRD4E013,4e,nombres_relatifs,division,quotient_decimal,QCM,2,60,Calculer : (+15) ÷ (-8),"-1,875","1,875|7|-7",,flash;nombres_relatifs;division_decimale,validé,fr,nombres_relatifs_div.csv
NRD4E014,4e,nombres_relatifs,division,quotient_decimal,QCM,2,60,Calculer : (-22) ÷ (+5),"-4,4","4,4|17|-17",,flash;nombres_relatifs;division_decimale,validé,fr,nombres_relatifs_div.csv
NRD4E015,4e,nombres_relatifs,division,puissances,QCM,2,45,Calculer : (-8) ÷ (-2)³,1,-1|10|-10,,flash;nombres_relatifs;division_puissance,validé,fr,nombres_relatifs_div.csv
NRD4E016,4e,nombres_relatifs,division,puissances,QCM,2,45,Calculer : (+27) ÷ (-3)²,3,-3|24|-24,,flash;nombres_relatifs;division_puissance,validé,fr,nombres_relatifs_div.csv
NRD4E017,4e,nombres_relatifs,division,zero,QCM,1,30,Calculer : 0 ÷ (-7),0,7|-7|Impossible,,flash;nombres_relatifs;zero_divise,validé,fr,nombres_relatifs_div.csv
NRD4E018,4e,nombres_relatifs,division,zero,QCM,1,30,Que vaut (-5) ÷ 0 ?,Impossible,0|5|-5,,flash;nombres_relatifs;division_par_zero,validé,fr,nombres_relatifs_div.csv
NRD4E019,4e,nombres_relatifs,division,inverse,QCM,3,60,L'inverse de \frac{-4}{3} est :,\frac{3}{4},\frac{-3}{4}|\frac{4}{3}|\frac{-4}{3},,flash;nombres_relatifs;inverse,validé,fr,nombres_relatifs_div.csv
NRD4E020,4e,nombres_relatifs,division,inverse,QCM,3,60,"L'inverse de -0,25 est :",4,"-4|0,75|-0,75",,flash;nombres_relatifs;inverse_decimal,validé,fr,nombres_relatifs_div.csv
NRE4E001,4e,nombres_relatifs,enchainement,priorites_simples,QCM,2,60,Calculer : 3 + 5 × (-2),7,-7|13|-13,,flash;nombres_relatifs;priorites_multiplication,validé,fr,nombres_relatifs_ench.csv
NRE4E002,4e,nombres_relatifs,enchainement,priorites_simples,QCM,2,60,Calculer : (-4) × 2 + 8,0,16|-16|12,,flash;nombres_relatifs;priorites_addition,validé,fr,nombres_relatifs_ench.csv
NRE4E003,4e,nombres_relatifs,enchainement,priorites_simples,QCM,2,60,Calculer : 12 ÷ (-3) + 5,1,-1|9|-9,,flash;nombres_relatifs;priorites_division,validé,fr,nombres_relatifs_ench.csv
NRE4E004,4e,nombres_relatifs,enchainement,priorites_simples,QCM,2,60,Calculer : 7 - (-2) × 3,13,-13|1|-1,,flash;nombres_relatifs;priorites_soustraction,validé,fr,nombres_relatifs_ench.csv
NRE4E005,4e,nombres_relatifs,enchainement,parentheses,QCM,2,75,Calculer : (5 - 8) × (-3),9,-9|21|-21,,flash;nombres_relatifs;parentheses_prioritaires,validé,fr,nombres_relatifs_ench.csv
NRE4E006,4e,nombres_relatifs,enchainement,parentheses,QCM,2,75,Calculer : (-6 + 2) ÷ (-2),2,-2|4|-4,,flash;nombres_relatifs;parentheses_division,validé,fr,nombres_relatifs_ench.csv
NRE4E007,4e,nombres_relatifs,enchainement,parentheses,QCM,3,90,Calculer : 4 × (7 - 12) + 6,-14,14|26|-26,,flash;nombres_relatifs;parentheses_mixtes,validé,fr,nombres_relatifs_ench.csv
NRE4E008,4e,nombres_relatifs,enchainement,parentheses,QCM,3,90,Calculer : (9 - 15) ÷ 2 - 4,-7,7|1|-1,,flash;nombres_relatifs;parentheses_complexes,validé,fr,nombres_relatifs_ench.csv
NRE4E009,4e,nombres_relatifs,enchainement,double_parentheses,QCM,3,120,Calculer : (3 - 7) × (5 + 2),-28,28|12|-12,,flash;nombres_relatifs;double_parentheses,validé,fr,nombres_relatifs_ench.csv
NRE4E010,4e,nombres_relatifs,enchainement,double_parentheses,QCM,3,120,Calculer : (8 - 12) ÷ (6 - 8),2,-2|4|-4,,flash;nombres_relatifs;double_parentheses_division,validé,fr,nombres_relatifs_ench.csv
NRE4E011,4e,nombres_relatifs,enchainement,puissances,QCM,3,90,Calculer : (-3)² - 4 × 2,1,-1|17|-17,,flash;nombres_relatifs;puissances_priorites,validé,fr,nombres_relatifs_ench.csv
NRE4E012,4e,nombres_relatifs,enchainement,puissances,QCM,3,90,Calculer : 5 + (-2)³ × 3,-19,19|11|-11,,flash;nombres_relatifs;puissances_multiplication,validé,fr,nombres_relatifs_ench.csv
NRE4E013,4e,nombres_relatifs,enchainement,fractions,QCM,3,120,Calculer : \frac{1}{2} + 3 × (\frac{-1}{4}),\frac{8}{4},\frac{1}{4}|\frac{-1}{4}|\frac{5}{4},,flash;nombres_relatifs;fractions_priorites,validé,fr,nombres_relatifs_ench.csv
NRE4E014,4e,nombres_relatifs,enchainement,fractions,QCM,3,120,Calculer : (\frac{-2}{3}) × 6 + \frac{1}{2},\frac{-7}{2},\frac{7}{2}|\frac{5}{2}|\frac{-5}{2},,flash;nombres_relatifs;fractions_mixtes,validé,fr,nombres_relatifs_ench.csv
NRE4E015,4e,nombres_relatifs,enchainement,distributivite,QCM,3,120,Calculer : -2 × (3 - 7) + 5,13,-13|3|-3,,flash;nombres_relatifs;distributivite_enchainement,validé,fr,nombres_relatifs_ench.csv
NRE4E016,4e,nombres_relatifs,enchainement,distributivite,QCM,3,120,Calculer : 4 × (-5 + 8) - 6,6,-6|18|-18,,flash;nombres_relatifs;distributivite_soustraction,validé,fr,nombres_relatifs_ench.csv
NRE4E017,4e,nombres_relatifs,enchainement,complexe,QCM,4,150,Calculer : 8 - 3 × (2 - 6) ÷ (-2),2,-2|14|-14,,flash;nombres_relatifs;expression_complexe,validé,fr,nombres_relatifs_ench.csv
NRE4E018,4e,nombres_relatifs,enchainement,complexe,QCM,4,150,Calculer : (-5 + 3)² - 4 × (-2),-12,12|0|8,,flash;nombres_relatifs;carre_enchainement,validé,fr,nombres_relatifs_ench.csv
NRE4E019,4e,nombres_relatifs,enchainement,tres_complexe,QCM,4,180,Calculer : -3 × [(4 - 7) × 2] + 5,23,-23|13|-13,,flash;nombres_relatifs;crochets,validé,fr,nombres_relatifs_ench.csv
NRE4E020,4e,nombres_relatifs,enchainement,tres_complexe,QCM,4,180,Calculer : 6 ÷ (-2) + [5 × (-1 + 4)],12,-12|18|-18,,flash;nombres_relatifs;crochets_division,validé,fr,nombres_relatifs_ench.csv
NRM4E001,4e,nombres_relatifs,multiplication,regles_signes,QCM,1,30,Calculer : (+5) × (+3),15,-15|8|-8,,flash;nombres_relatifs;multiplication_positifs,validé,fr,nombres_relatifs_mult.csv
NRM4E002,4e,nombres_relatifs,multiplication,regles_signes,QCM,1,30,Calculer : (-7) × (-4),28,-28|11|-11,,flash;nombres_relatifs;multiplication_negatifs,validé,fr,nombres_relatifs_mult.csv
NRM4E003,4e,nombres_relatifs,multiplication,regles_signes,QCM,1,30,Calculer : (+6) × (-8),-48,48|14|-14,,flash;nombres_relatifs;multiplication_signes_opposes,validé,fr,nombres_relatifs_mult.csv
NRM4E004,4e,nombres_relatifs,multiplication,regles_signes,QCM,1,30,Calculer : (-9) × (+5),-45,45|14|-14,,flash;nombres_relatifs;multiplication_signes_opposes,validé,fr,nombres_relatifs_mult.csv
NRM4E005,4e,nombres_relatifs,multiplication,zero,QCM,1,20,Calculer : (-12) × 0,0,12|-12|1,,flash;nombres_relatifs;multiplication_zero,validé,fr,nombres_relatifs_mult.csv
NRM4E006,4e,nombres_relatifs,multiplication,un,QCM,1,20,Calculer : (+7) × (-1),-7,7|8|-8,,flash;nombres_relatifs;multiplication_moins_un,validé,fr,nombres_relatifs_mult.csv
NRM4E007,4e,nombres_relatifs,multiplication,decimaux,QCM,2,45,"Calculer : (-2,5) × (+4)",-10,"10|6,5|-6,5",,flash;nombres_relatifs;multiplication_decimaux,validé,fr,nombres_relatifs_mult.csv
NRM4E008,4e,nombres_relatifs,multiplication,decimaux,QCM,2,45,"Calculer : (+1,8) × (-3)","-5,4","5,4|4,8|-4,8",,flash;nombres_relatifs;multiplication_decimaux,validé,fr,nombres_relatifs_mult.csv
NRM4E009,4e,nombres_relatifs,multiplication,produits_multiples,QCM,2,60,Calculer : (-2) × (+3) × (-5),30,-30|10|-10,,flash;nombres_relatifs;produit_trois_facteurs,validé,fr,nombres_relatifs_mult.csv
NRM4E010,4e,nombres_relatifs,multiplication,produits_multiples,QCM,2,60,Calculer : (+4) × (-1) × (-6),24,-24|11|-11,,flash;nombres_relatifs;produit_trois_facteurs,validé,fr,nombres_relatifs_mult.csv
NRM4E011,4e,nombres_relatifs,multiplication,produits_multiples,QCM,3,75,Calculer : (-1) × (-2) × (-3) × (-4),24,-24|10|-10,,flash;nombres_relatifs;produit_quatre_facteurs,validé,fr,nombres_relatifs_mult.csv
NRM4E012,4e,nombres_relatifs,multiplication,fractions,QCM,2,60,Calculer : (\frac{-1}{2}) × (+4),-2,"2|3,5|-3,5",,flash;nombres_relatifs;multiplication_fractions,validé,fr,nombres_relatifs_mult.csv
NRM4E013,4e,nombres_relatifs,multiplication,fractions,QCM,2,60,Calculer : (+\frac{2}{3}) × (-9),-6,6|7|-7,,flash;nombres_relatifs;multiplication_fractions,validé,fr,nombres_relatifs_mult.csv
NRM4E014,4e,nombres_relatifs,multiplication,fractions,QCM,3,75,Calculer : (\frac{-3}{4}) × (+\frac{8}{9}),\frac{-2}{3},\frac{2}{3}|\frac{5}{6}|\frac{-5}{6},,flash;nombres_relatifs;multiplication_fractions_complexes,validé,fr,nombres_relatifs_mult.csv
NRM4E015,4e,nombres_relatifs,multiplication,carres,QCM,2,45,Calculer : (-5)²,25,-25|10|-10,,flash;nombres_relatifs;carre_negatif,validé,fr,nombres_relatifs_mult.csv
NRM4E016,4e,nombres_relatifs,multiplication,carres,QCM,2,45,Calculer : -(6²),-36,36|12|-12,,flash;nombres_relatifs;oppose_carre,validé,fr,nombres_relatifs_mult.csv
NRM4E017,4e,nombres_relatifs,multiplication,puissances,QCM,3,60,Calculer : (-2)³,-8,8|6|-6,,flash;nombres_relatifs;puissance_cube,validé,fr,nombres_relatifs_mult.csv
NRM4E018,4e,nombres_relatifs,multiplication,puissances,QCM,3,60,Calculer : (-3)⁴,81,-81|12|-12,,flash;nombres_relatifs;puissance_quatrieme,validé,fr,nombres_relatifs_mult.csv
NRM4E019,4e,nombres_relatifs,multiplication,distributivite,QCM,3,90,Calculer : (-5) × (3 - 7),20,-20|40|-40,,flash;nombres_relatifs;distributivite_simple,validé,fr,nombres_relatifs_mult.csv
NRM4E020,4e,nombres_relatifs,multiplication,distributivite,QCM,3,90,Calculer : (+2) × (-4 + 9),10,-10|6|-6,,flash;nombres_relatifs;distributivite_simple,validé,fr,nombres_relatifs_mult.csv
PY4E001,4e,pythagore,theoreme_direct,calcul,QCM,1,30,"Dans un triangle rectangle, les côtés de l'angle droit mesurent 3 cm et 4 cm. Quelle est la longueur de l'hypoténuse ?",5 cm,6 cm|7 cm|25 cm,,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E002,4e,pythagore,theoreme_direct,calcul,QCM,1,30,Triangle rectangle : côtés de l'angle droit 5 cm et 12 cm. L'hypoténuse mesure :,13 cm,17 cm|7 cm|119 cm,,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E003,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle ABC rectangle en C, AB = 10 cm et AC = 6 cm. Calculer BC.",8 cm,4 cm|16 cm|136 cm,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E004,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle DEF rectangle en E : DF = 15 cm, DE = 9 cm. Calculer EF.",12 cm,6 cm|24 cm|225 cm,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E005,4e,pythagore,verification,raisonnement,QCM,2,60,"Un triangle de côtés 8 cm, 15 cm et 17 cm est-il rectangle ?",Oui,Non|On ne peut pas savoir|Il manque une donnée,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E006,4e,pythagore,verification,raisonnement,QCM,2,60,"Les côtés 5 cm, 7 cm et 9 cm forment-ils un triangle rectangle ?",Non,Oui|On ne peut pas savoir|Il faut mesurer les angles,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E007,4e,pythagore,theoreme_direct,calcul,QCM,1,30,Triangle rectangle : côtés de l'angle droit 9 cm et 12 cm. L'hypoténuse = ?,15 cm,21 cm|3 cm|225 cm,,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E008,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle rectangle : hypoténuse 25 cm, un côté 7 cm. L'autre côté = ?",24 cm,18 cm|32 cm|576 cm,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E009,4e,pythagore,theoreme_direct,calcul,QCM,1,30,Triangle rectangle : côtés de l'angle droit 7 et 24. Hypoténuse = ?,25,31|17|625,,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E010,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle ABC rectangle en B : AC = 13, AB = 5. Calculer BC.",12,8|18|144,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E011,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 9, 12 et 15 : est-il rectangle ?",Oui,Non|Presque|On ne peut pas dire,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E012,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 6, 8 et 10 : est-il rectangle ?",Oui,Non|Presque rectangle|Il manque des données,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E013,4e,pythagore,theoreme_direct,calcul,QCM,1,30,Triangle rectangle : côtés de l'angle droit 6 cm et 8 cm. L'hypoténuse = ?,10 cm,14 cm|2 cm|100 cm,,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E014,4e,pythagore,theoreme_direct,calcul,QCM,2,45,"Triangle rectangle : hypoténuse 17 cm, un côté 8 cm. L'autre côté = ?",15 cm,9 cm|25 cm|225 cm,,flash;pythagore;calcul_cote,validé,fr,pythagore.csv
PY4E015,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 7, 24 et 25 : est-il rectangle ?",Oui,Non|On ne peut pas dire|Il faut calculer,,flash;pythagore;reciproque,validé,fr,pythagore.csv
PY4E016,4e,pythagore,theoreme_direct,calcul,QCM,2,60,"Triangle rectangle : côtés de l'angle droit 1,5 et 2. Hypoténuse = ?","2,5","3,5|0,5|6,25",,flash;pythagore;calcul_hypotenuse,validé,fr,pythagore.csv
PY4E017,4e,pythagore,verification,raisonnement,QCM,2,60,"Triangle de côtés 5, 12 et 13 : est-il rectangle ?",Oui,Non|Presque|On ne peut pas dire,,flash;pythagore;reciproque,validé,fr,pythagore.csv
